source	term_id	term_name	query_size	background_size	term_size_in_background	overlap_size	overlap_genes	p_value	bh_q	query_overlap_ge_2	bh_significant	analysis_label	interpretation	limitation	annotation_release
GO:BP	GO:0046069	cGMP catabolic process	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046070	dGTP metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046072	dTDP metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046073	dTMP metabolic process	4	15851	12	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046074	dTMP catabolic process	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046075	dTTP metabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046077	dUDP metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046078	dUMP metabolic process	4	15851	8	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046079	dUMP catabolic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046080	dUTP metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046083	adenine metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046084	adenine biosynthetic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046085	adenosine metabolic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046090	deoxyadenosine metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046092	deoxycytidine metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046094	deoxyinosine metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046098	guanine metabolic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046100	hypoxanthine metabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046101	hypoxanthine biosynthetic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046102	inosine metabolic process	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046103	inosine biosynthetic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046104	thymidine metabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046105	thymidine biosynthetic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046108	uridine metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046112	nucleobase biosynthetic process	4	15851	20	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046113	nucleobase catabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046120	2'-deoxyribonucleoside biosynthetic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046121	2'-deoxyribonucleoside catabolic process	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046122	purine deoxyribonucleoside metabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046124	purine deoxyribonucleoside catabolic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046125	pyrimidine deoxyribonucleoside metabolic process	4	15851	5	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046126	pyrimidine deoxyribonucleoside biosynthetic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046128	purine ribonucleoside metabolic process	4	15851	23	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046129	purine ribonucleoside biosynthetic process	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046130	purine ribonucleoside catabolic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046131	pyrimidine ribonucleoside metabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046134	pyrimidine nucleoside biosynthetic process	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046135	pyrimidine nucleoside catabolic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046136	positive regulation of vitamin metabolic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046137	negative regulation of vitamin metabolic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046146	tetrahydrobiopterin metabolic process	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046148	pigment biosynthetic process	4	15851	28	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046149	pigment catabolic process	4	15851	11	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046164	alcohol catabolic process	4	15851	31	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046165	alcohol biosynthetic process	4	15851	80	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046166	glyceraldehyde-3-phosphate biosynthetic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046167	glycerol-3-phosphate biosynthetic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046168	glycerol-3-phosphate catabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046173	polyol biosynthetic process	4	15851	45	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046174	polyol catabolic process	4	15851	9	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046184	aldehyde biosynthetic process	4	15851	8	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046185	aldehyde catabolic process	4	15851	15	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046189	phenol-containing compound biosynthetic process	4	15851	16	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046203	spermidine catabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046208	spermine catabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046209	nitric oxide metabolic process	4	15851	26	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046210	nitric oxide catabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046222	aflatoxin metabolic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046223	aflatoxin catabolic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046247	terpene catabolic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046292	formaldehyde metabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046294	formaldehyde catabolic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046305	alkanesulfonate biosynthetic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046314	phosphocreatine biosynthetic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046317	regulation of glucosylceramide biosynthetic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046320	regulation of fatty acid oxidation	4	15851	30	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046321	positive regulation of fatty acid oxidation	4	15851	15	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046322	negative regulation of fatty acid oxidation	4	15851	10	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046324	regulation of D-glucose import across plasma membrane	4	15851	40	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046325	negative regulation of D-glucose import across plasma membrane	4	15851	11	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046326	positive regulation of D-glucose import across plasma membrane	4	15851	25	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046328	regulation of JNK cascade	4	15851	126	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046329	negative regulation of JNK cascade	4	15851	34	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046330	positive regulation of JNK cascade	4	15851	86	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046331	lateral inhibition	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046337	phosphatidylethanolamine metabolic process	4	15851	26	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046338	phosphatidylethanolamine catabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046339	diacylglycerol metabolic process	4	15851	21	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046340	diacylglycerol catabolic process	4	15851	6	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046341	CDP-diacylglycerol metabolic process	4	15851	13	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046348	amino sugar catabolic process	4	15851	12	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046349	amino sugar biosynthetic process	4	15851	13	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046352	disaccharide catabolic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046356	acetyl-CoA catabolic process	4	15851	4	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046364	monosaccharide biosynthetic process	4	15851	41	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046365	monosaccharide catabolic process	4	15851	48	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046368	GDP-L-fucose metabolic process	4	15851	7	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046370	fructose biosynthetic process	4	15851	2	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
GO:BP	GO:0046380	N-acetylneuraminate biosynthetic process	4	15851	3	0		1.0	1.0	NO	NO	EXPLORATORY	TESTED_NOT_REPORTABLE_UNDER_FULL_FAMILY_BH_AND_OVERLAP_RULE	Four-gene marker set; annotation dependence; no direction, mechanism, disease effect, or causal inference.	releases/2026-07-26
